InternalName,StudyTicketId,TicketIdent,Weight
YogurtPilotPOPSandTLMAugust2014,536988,BEBCFBE1-938C-4C23-B80B-A0E4D184FF5C,1.016089936
YogurtPilotPOPSandTLMAugust2014,537012,72D85140-318E-4A71-B118-4A20645042A2,1.304040131
YogurtPilotPOPSandTLMAugust2014,537041,61D9C4BD-E85C-4E7B-8945-B80FA0C87715,0.960776088
YogurtPilotPOPSandTLMAugust2014,537055,F48544C1-5FDD-435D-A8C2-15ADB2189495,0.762222519
YogurtPilotPOPSandTLMAugust2014,537073,45A55063-7601-4E41-ACC3-4E27776FA393,0.736460008
YogurtPilotPOPSandTLMAugust2014,537103,42D6BF8C-7065-490F-9E3B-FF228E1E062F,1.025507897
YogurtPilotPOPSandTLMAugust2014,537105,346A281D-500D-415D-9F98-89AB1C403680,0.90952676
YogurtPilotPOPSandTLMAugust2014,537112,CC927D51-E574-496F-95C8-DA711E7C8B8A,1.016366727
YogurtPilotPOPSandTLMAugust2014,537138,B82FE05C-AC71-446D-946C-CF154A516682,0.914016706
YogurtPilotPOPSandTLMAugust2014,537142,A8C7963A-4E83-4C5B-BADD-CF9500A87179,0.754707665
YogurtPilotPOPSandTLMAugust2014,537191,524B0586-E380-415B-A363-E8E86A97D1C0,1.184114034
YogurtPilotPOPSandTLMAugust2014,537207,77972F99-8344-4F78-9507-741CEF6835AC,1.092049143
YogurtPilotPOPSandTLMAugust2014,537225,8D5F25B2-E535-4AD2-91D0-DE3541DC9130,0.990545715
YogurtPilotPOPSandTLMAugust2014,537265,4A066983-1637-4801-BDBC-43F9D47172AA,1.170639203
YogurtPilotPOPSandTLMAugust2014,537266,A93349B2-EBFF-41EE-B995-6DC88350DABE,0.862822494
YogurtPilotPOPSandTLMAugust2014,537268,6D6C4CC5-4B63-432E-9C80-7E2F0EEFA8DA,1.025507897
YogurtPilotPOPSandTLMAugust2014,537275,0195A72F-3F3E-49D0-AED1-84003D98910B,0.900683758
YogurtPilotPOPSandTLMAugust2014,537280,205BE4DA-B722-4D5C-B75D-7B95D60BA3FB,0.933126607
YogurtPilotPOPSandTLMAugust2014,537288,919EE05E-FA0F-477E-841E-FD81B062F6C9,0.761418052
YogurtPilotPOPSandTLMAugust2014,537292,2DB6CC68-7F42-4140-862A-F306C7F5F3D7,0.879199543
YogurtPilotPOPSandTLMAugust2014,537305,1965D256-95E2-4DF9-A0EC-EBEDFBDA1A81,1.07581486
YogurtPilotPOPSandTLMAugust2014,537307,4A24F3B9-364A-421D-A321-63874BCD53E9,0.841375426
YogurtPilotPOPSandTLMAugust2014,537330,54D578C9-4575-4575-8FFA-89014AC50286,0.761418052
YogurtPilotPOPSandTLMAugust2014,537338,28D1DBD7-934B-4164-893A-28C97FEB7F60,1.118120212
YogurtPilotPOPSandTLMAugust2014,537342,C8D6ADC2-F934-4A02-B1F9-5FB16890A6AC,0.971811262
YogurtPilotPOPSandTLMAugust2014,537344,D7B83675-B781-4F6E-A310-45D82F09212B,0.900683758
YogurtPilotPOPSandTLMAugust2014,537351,1F5F9074-414B-49CB-AA5D-AEBF918812C5,1.239049178
YogurtPilotPOPSandTLMAugust2014,537374,5314B95B-1D6C-4E11-A7A6-4D8A8C67995F,0.979442941
YogurtPilotPOPSandTLMAugust2014,537378,E5E8A495-A5C6-4264-99C0-3F28EB29A56B,1.146059263
YogurtPilotPOPSandTLMAugust2014,537385,DC9A3A3F-4A6D-4306-B39A-A978B63BB5CD,0.928489765
YogurtPilotPOPSandTLMAugust2014,537389,4D015033-721B-45C2-B2F8-8585ABA6BFA4,0.711237907
YogurtPilotPOPSandTLMAugust2014,537396,1A3C175E-6D51-4788-9549-DE3FCD0D68F6,0.998118362
YogurtPilotPOPSandTLMAugust2014,537405,2AC88BD9-F4EE-439F-9F90-72DA0344AB4C,0.960776088
YogurtPilotPOPSandTLMAugust2014,537406,48A41AB9-9905-48E3-AB44-64A8E21439AC,0.998118362
YogurtPilotPOPSandTLMAugust2014,537416,1B34AF4B-3F45-40DC-871C-032240550831,1.043069403
YogurtPilotPOPSandTLMAugust2014,537420,D605B41B-B8B9-4CB2-986F-A6AB43EE30A7,0.870368023
YogurtPilotPOPSandTLMAugust2014,537432,2884B0FD-49C5-4752-BF24-73A237AEE371,1.108306019
YogurtPilotPOPSandTLMAugust2014,537433,C5B3B8E0-1749-4ADA-8DF6-100C75F87019,0.903954058
YogurtPilotPOPSandTLMAugust2014,537435,25F6B07B-3AEC-4F7E-9425-92C531DF5E16,1.179586445
YogurtPilotPOPSandTLMAugust2014,537438,7372ED97-BE47-4DF6-91FC-F2BE9541F35D,1.335427827
YogurtPilotPOPSandTLMAugust2014,537443,5597270B-0B17-45ED-A4E4-4D4DF3D8A5D3,1.083979486
YogurtPilotPOPSandTLMAugust2014,537454,EB2889C0-BF35-4A1C-A1F8-F4132312E81C,0.955402635
YogurtPilotPOPSandTLMAugust2014,537457,AE61C228-5E03-428D-9DAB-C0A823233EFD,1.064516441
YogurtPilotPOPSandTLMAugust2014,537462,14DD4277-8416-4DEF-B7F7-CCF427A77B4A,0.856279233
YogurtPilotPOPSandTLMAugust2014,537463,2D3C5432-5E23-417D-9834-4E4260049DF8,1.04186782
YogurtPilotPOPSandTLMAugust2014,537486,7C02D412-E2DC-4A35-B0AF-A813B6C6501B,1.16530394
YogurtPilotPOPSandTLMAugust2014,537489,AE2FEA31-FF01-43EB-B9B4-3CC84189A674,1.409579835
YogurtPilotPOPSandTLMAugust2014,537491,E9B475B2-9146-4C51-A99E-9AC8AFF141C6,1.025507897
YogurtPilotPOPSandTLMAugust2014,537492,26D3F12F-628B-4777-AA77-BF6AA301349F,1.035069523
YogurtPilotPOPSandTLMAugust2014,537495,08D41929-A7BA-4D43-95E7-66EE34FDE38C,0.762222519
YogurtPilotPOPSandTLMAugust2014,537517,2F3C05B5-3E15-4FD4-B6AB-2D9E46DDBDED,0.960994939
YogurtPilotPOPSandTLMAugust2014,537534,EC546F0D-67C5-482D-92E0-3475D1784B46,1.044148536
YogurtPilotPOPSandTLMAugust2014,537549,90A870B0-8938-4840-8545-659860A1C4C5,1.263243435
YogurtPilotPOPSandTLMAugust2014,537559,91FA2843-0A00-4335-AF78-2BF08E2744FD,0.88583914
YogurtPilotPOPSandTLMAugust2014,537565,9C679A0B-7887-45A8-A28A-0834978EF0F6,0.952788421
YogurtPilotPOPSandTLMAugust2014,537570,EE01413F-D792-437C-A965-445A93D51FE4,1.001022739
YogurtPilotPOPSandTLMAugust2014,537576,669CD5AE-0BC0-4867-832E-C8069D48D6C3,0.869010629
YogurtPilotPOPSandTLMAugust2014,537577,CA455944-2F2F-4A2A-AD5B-B1BEB2666934,1.092049143
YogurtPilotPOPSandTLMAugust2014,537597,EFD505E5-CB46-4325-84CD-0CE5F480C784,0.85578399
YogurtPilotPOPSandTLMAugust2014,537599,232B9883-8D07-4341-B3C8-8E2C01CB5C2E,0.976986338
YogurtPilotPOPSandTLMAugust2014,537600,80517E51-CF23-4654-8774-C3477E0472CA,0.949430214
YogurtPilotPOPSandTLMAugust2014,537610,A3883159-512D-4686-A02F-AE34626DB01A,1.148721878
YogurtPilotPOPSandTLMAugust2014,537620,33A75491-5997-480C-9564-0596CA2E4B60,1.304040131
YogurtPilotPOPSandTLMAugust2014,537627,73118CE7-ED52-45CB-A644-DE7671B4BD78,0.784411227
YogurtPilotPOPSandTLMAugust2014,537636,9352098F-B0CA-40BE-A878-BE05C71C8382,0.838926363
YogurtPilotPOPSandTLMAugust2014,537637,0415FB0E-2596-4186-8F4A-D0B7C9627FAB,1.17025249
YogurtPilotPOPSandTLMAugust2014,537641,13952AC9-9151-4A1C-A649-D485A1178117,0.87652891
YogurtPilotPOPSandTLMAugust2014,537648,4D03FBF5-329E-4401-B417-CDBCBF742A2C,0.90952676
YogurtPilotPOPSandTLMAugust2014,537649,1687CC48-D905-4C04-91A5-D4B234E2B229,0.976956302
YogurtPilotPOPSandTLMAugust2014,537658,7EF78011-4120-498A-802C-71EB858A8BC0,0.976956302
YogurtPilotPOPSandTLMAugust2014,537659,47A38677-5EBC-4BC8-B7B0-B755054D1348,0.748793104
YogurtPilotPOPSandTLMAugust2014,537664,3B75C274-47D7-4AFF-868B-157FCBF1A5F2,0.903636304
YogurtPilotPOPSandTLMAugust2014,537668,D3A7E4EF-CD3E-461F-9D3A-AF028DC1DD95,1.170639203
YogurtPilotPOPSandTLMAugust2014,537684,FD86F313-4F78-4ACC-8327-CF4020543B3C,1.131220967
YogurtPilotPOPSandTLMAugust2014,537699,691576CD-FE88-41AB-8BBA-86F569C5A75B,0.962151455
YogurtPilotPOPSandTLMAugust2014,537724,9AF4C13E-63AC-4CD9-A788-AE5FB82048C2,0.863096002
YogurtPilotPOPSandTLMAugust2014,537750,1CF47353-122B-49A1-8555-1FDC7F724912,0.644632261
YogurtPilotPOPSandTLMAugust2014,537782,E7651E32-B1B1-4B43-A597-4162C87073B8,0.89518383
YogurtPilotPOPSandTLMAugust2014,537797,AD609F09-871B-4F74-A23F-CA31B0AF1CD1,1.139757535
YogurtPilotPOPSandTLMAugust2014,537814,3F6D0DE6-DDD8-46FB-984B-9DC6592AF227,1.013984095
YogurtPilotPOPSandTLMAugust2014,537877,1A7513DE-4568-4480-967B-433F2C1762FB,1.031766729
YogurtPilotPOPSandTLMAugust2014,537881,4657504D-6314-451A-9528-800D182F6919,0.949580384
YogurtPilotPOPSandTLMAugust2014,537892,F9D62D98-85D0-4B84-9118-DEE2FA7D0072,0.835579794
YogurtPilotPOPSandTLMAugust2014,537895,EF63D9B6-8E18-4D4D-989D-0B3F884129BE,1.304040131
YogurtPilotPOPSandTLMAugust2014,537904,41BF20BA-F213-4F98-8372-297EDE1CBDE2,1.082275165
YogurtPilotPOPSandTLMAugust2014,537913,A44507FF-B869-4273-A472-BBE9CD55360E,0.860090827
YogurtPilotPOPSandTLMAugust2014,537916,5B10CE24-27DA-4D9E-A434-A2510D1CDF89,0.703395851
YogurtPilotPOPSandTLMAugust2014,537918,00DAB54F-1D11-4902-B37A-CA18BE724A4E,0.941277224
YogurtPilotPOPSandTLMAugust2014,537921,F81A0CC2-2FF0-499F-A0DD-9ECE109642D6,0.73829054
YogurtPilotPOPSandTLMAugust2014,537927,645DC196-12C9-437D-83A6-6DA49047C83A,0.722040813
YogurtPilotPOPSandTLMAugust2014,537931,C5029E42-67B3-40AC-8800-EC431780AE4B,1.031687835
YogurtPilotPOPSandTLMAugust2014,537946,817549FB-54B1-409B-A6C0-FE0D218E958D,1.257811368
YogurtPilotPOPSandTLMAugust2014,537947,019C4F47-8207-45FC-8A3C-6701891CC4A1,1.331108091
YogurtPilotPOPSandTLMAugust2014,537954,A8E81533-EBBB-4145-9F65-2C3361950CFE,0.783413479
YogurtPilotPOPSandTLMAugust2014,537956,63FD4895-E745-45FE-82FC-12D0945EE20A,1.05852672
YogurtPilotPOPSandTLMAugust2014,537959,AC91FF93-A44F-4AFC-AA3A-2DEF893544F9,0.872604474
YogurtPilotPOPSandTLMAugust2014,537966,1CEC5219-116B-411B-9011-5F09656017D5,0.983330659
YogurtPilotPOPSandTLMAugust2014,537974,90CC5759-89C1-4E4D-8A7A-AC67A591355C,0.759697914
YogurtPilotPOPSandTLMAugust2014,537976,B769D90F-74F6-4A39-AE6C-0FF8CA247705,0.77909257
YogurtPilotPOPSandTLMAugust2014,537981,FDEB4568-C44C-48E5-BE46-A6EE948A3934,0.795673779
YogurtPilotPOPSandTLMAugust2014,537984,C37A093D-1F72-4073-AA43-475F1BFACB1F,0.877213888
YogurtPilotPOPSandTLMAugust2014,537993,DC7F8926-1325-4DDE-84CC-92384A532C74,0.869688278
YogurtPilotPOPSandTLMAugust2014,537997,89849191-EC6C-4F1E-8466-5599B115C800,0.869688278
YogurtPilotPOPSandTLMAugust2014,538004,563B85DB-1202-4D8A-ACF2-4FD54BB84736,0.927997004
YogurtPilotPOPSandTLMAugust2014,538007,D8C9BD84-D64A-4AB8-9D93-D2BB4E72D775,0.794187944
YogurtPilotPOPSandTLMAugust2014,538008,1C04F475-D10C-4EE6-BB6D-8E23B19709A3,0.927120158
YogurtPilotPOPSandTLMAugust2014,538010,020DAE11-64C1-4379-B3BA-A8A85C4202EF,0.87377336
YogurtPilotPOPSandTLMAugust2014,538014,F1636C04-85A9-4E08-B298-2FC0B22CC10B,1.128744909
YogurtPilotPOPSandTLMAugust2014,538019,30B44677-2DEB-4C82-9ED5-DC4F7BFFFBEC,1.071896327
YogurtPilotPOPSandTLMAugust2014,538021,C6A19060-0FE0-47ED-9C8B-88118DEE2A2F,1.023706507
YogurtPilotPOPSandTLMAugust2014,538037,C0ACDA2C-FB65-4E85-8727-800E9E0C875B,0.85552026
YogurtPilotPOPSandTLMAugust2014,538043,9546447A-7B00-4008-B21F-D347E20750CE,0.768465564
YogurtPilotPOPSandTLMAugust2014,538059,6AC9B957-3EEB-42CE-B800-83AA751A85EA,0.916502223
YogurtPilotPOPSandTLMAugust2014,538069,0907A5DE-9516-47A5-A9A5-2BDBDCDE7854,1.140715598
YogurtPilotPOPSandTLMAugust2014,538100,234F1EFA-B74B-4AE4-9D50-AD5296426A98,0.925756733
YogurtPilotPOPSandTLMAugust2014,538107,01957157-F06C-4A07-A30C-15B20970D9A0,1.020590933
YogurtPilotPOPSandTLMAugust2014,538110,926DA479-2459-43B9-BCF7-54DA432C9583,0.941277224
YogurtPilotPOPSandTLMAugust2014,538133,9E757CF7-D5E0-4161-9B0A-28EBAEB62AEE,1.208692689
YogurtPilotPOPSandTLMAugust2014,538139,13E06E8D-94A5-429A-82F4-BD9B7BC2F3E6,0.795673779
YogurtPilotPOPSandTLMAugust2014,538142,537DB425-F7BE-4242-94BA-03D0C6C9D297,0.946396879
YogurtPilotPOPSandTLMAugust2014,538147,B08B6D09-7E23-420D-8703-8CC9633307DB,1.329748446
YogurtPilotPOPSandTLMAugust2014,538174,34EF5101-1941-4884-8BBD-DB46454092FD,1.376994643
YogurtPilotPOPSandTLMAugust2014,538175,2AC9C364-37A0-4D52-BC41-412050FE598F,1.091598136
YogurtPilotPOPSandTLMAugust2014,538200,2CBE8844-2E02-481B-89FE-0AF8DDDAC36F,1.027943185
YogurtPilotPOPSandTLMAugust2014,538212,C23C82FE-56D3-4BFA-994D-D8C08A389430,0.953923925
YogurtPilotPOPSandTLMAugust2014,538245,77A33A61-0415-4854-806D-667AB75EF240,0.960776088
YogurtPilotPOPSandTLMAugust2014,538257,31DA08A3-22A5-4226-9B9B-8B1A107A2D3E,0.972338883
YogurtPilotPOPSandTLMAugust2014,538259,1C60A7AE-6600-4ACF-B442-929D6E5E1435,1.110142533
YogurtPilotPOPSandTLMAugust2014,538263,E72D14AB-3554-471B-B57D-6DD48CE99812,1.020737599
YogurtPilotPOPSandTLMAugust2014,538266,74E31AA6-81DA-457A-87B9-26C766F2E99B,1.027943185
YogurtPilotPOPSandTLMAugust2014,538268,8C129E65-ED85-4CE6-925F-33D96B076A11,1.012579232
YogurtPilotPOPSandTLMAugust2014,538272,F6CA9B98-4953-4B29-9D40-7B21F3D82B8A,1.274569606
YogurtPilotPOPSandTLMAugust2014,538280,C6AC8037-2F20-4B30-AF3D-DDF601278A05,1.032262539
YogurtPilotPOPSandTLMAugust2014,538282,46AE8DB0-8D33-40D0-9746-F108C4FD82F8,1.042137833
YogurtPilotPOPSandTLMAugust2014,538288,0CB043BB-70EA-41C8-AA7C-4B5FBB8E49F8,1.419786523
YogurtPilotPOPSandTLMAugust2014,538303,3606800A-3FA8-4A3C-AE46-D6638788CB8D,1.056252498
YogurtPilotPOPSandTLMAugust2014,538307,0A42EFC7-BCCA-40D6-9CF8-157813F02974,0.992528879
YogurtPilotPOPSandTLMAugust2014,538308,5459409A-6568-4192-A314-4146BC590730,0.921165952
YogurtPilotPOPSandTLMAugust2014,538314,8FE8512E-BA5A-43E7-A45D-DED17CFEF27A,0.903954058
YogurtPilotPOPSandTLMAugust2014,538315,0B19A2F4-7270-4687-BF3E-B3493BEEC0FD,1.139757535
YogurtPilotPOPSandTLMAugust2014,538348,7F5D148C-8171-42CE-BAE7-F521875B6B38,1.263243435
YogurtPilotPOPSandTLMAugust2014,538356,C4C91F1F-BC86-485B-B80D-2073CB197348,1.013984095
YogurtPilotPOPSandTLMAugust2014,538360,CDB8E4A1-3E8E-4C9D-956C-698019EB5006,1.274569606
YogurtPilotPOPSandTLMAugust2014,538368,C37B4AEE-A58E-4A9B-B9D3-6F5096F3904E,1.024764716
YogurtPilotPOPSandTLMAugust2014,538369,44705ED4-8090-45DF-BC92-3166160152B6,0.795527549
YogurtPilotPOPSandTLMAugust2014,538376,EFBC0675-D967-44C1-8406-50BDED79FC54,1.116307935
YogurtPilotPOPSandTLMAugust2014,538377,C4EC311F-DB4E-44DE-BC18-C011B6C6B720,1.144003266
YogurtPilotPOPSandTLMAugust2014,538387,3A8F8BA4-9551-45C0-BBC8-084E2DD550B3,1.239049178
YogurtPilotPOPSandTLMAugust2014,538388,8D6C639E-9066-4B85-A512-E742BD5EF2B4,0.903954058
YogurtPilotPOPSandTLMAugust2014,538405,1D257500-59B6-4F2A-A35C-053EC08B3D0E,0.828606087
YogurtPilotPOPSandTLMAugust2014,538421,6FC6B9DA-FFC6-4869-8245-23ECDD844FD7,1.116307935
YogurtPilotPOPSandTLMAugust2014,538423,BCE1B0B9-3D17-4092-9B9C-DC3F8C7C66A0,1.070721597
YogurtPilotPOPSandTLMAugust2014,538429,5854F499-D817-4988-AF83-20B49312167F,1.016089936
YogurtPilotPOPSandTLMAugust2014,538431,AD6DF774-D98B-4AA9-BBF9-3C36FDD63089,1.484692344
YogurtPilotPOPSandTLMAugust2014,538443,B34C007F-6F8D-46B7-AE03-E84A2DB9F4F7,1.139479139
YogurtPilotPOPSandTLMAugust2014,538447,36A190FE-E1A7-4815-B151-E30FE2ECBF65,1.304040131
YogurtPilotPOPSandTLMAugust2014,538450,4A665D26-FEE9-409B-BDA6-46A4212F650E,0.710312396
YogurtPilotPOPSandTLMAugust2014,538451,21493B9F-092A-4701-8065-01572A079378,1.080934474
YogurtPilotPOPSandTLMAugust2014,538452,E512EDCB-606B-4B63-8AE1-DF5FFC32DFC8,1.026532859
YogurtPilotPOPSandTLMAugust2014,538458,4230FDAF-CE32-4185-A6F4-58F1D0F8758D,0.795673779
YogurtPilotPOPSandTLMAugust2014,538468,B260F1F0-9AB8-49E7-B027-EF419C66F3FB,1.239049178
YogurtPilotPOPSandTLMAugust2014,538469,54D75147-8779-44A8-9075-404AA7F9EFEE,0.960638347
YogurtPilotPOPSandTLMAugust2014,538472,9A39F038-A539-4A3E-9202-D0DEE0F164FA,0.961198117
YogurtPilotPOPSandTLMAugust2014,538474,E44EB118-8540-4BA0-9746-ACE2B9DA9484,1.134068769
YogurtPilotPOPSandTLMAugust2014,538476,396A12C6-9214-466F-8860-1E6FB622EABB,0.892143371
YogurtPilotPOPSandTLMAugust2014,538482,BB2548F2-F51F-4F34-994F-A99782AA5060,0.767801373
YogurtPilotPOPSandTLMAugust2014,538491,F39E43B5-F1A3-48F7-A990-433C257592C5,1.117838728
YogurtPilotPOPSandTLMAugust2014,538497,CC186A0C-1C51-4679-877C-149AFE661C75,1.375159696
YogurtPilotPOPSandTLMAugust2014,538498,CCA50DAA-7C65-4174-8D1B-72521049634A,1.484692344
YogurtPilotPOPSandTLMAugust2014,538506,689B5356-6832-4340-BD2A-8EC1C4377AEE,1.265365222
YogurtPilotPOPSandTLMAugust2014,538513,367AB239-B257-4ACE-93A4-9BD3654D0643,1.064516441
YogurtPilotPOPSandTLMAugust2014,538516,E3DA1FF8-6C99-43B7-8A40-FB2993FA64E5,1.010546569
YogurtPilotPOPSandTLMAugust2014,538517,F2743EF1-44C4-494D-A7B2-40C7EEBF3438,0.893083275
YogurtPilotPOPSandTLMAugust2014,538525,69332C6C-D0DE-4E83-B1FC-73F8B2AC58E9,0.893083275
YogurtPilotPOPSandTLMAugust2014,538526,755F05F8-EABF-4F06-AC92-A43929C1E564,1.424504713
YogurtPilotPOPSandTLMAugust2014,538529,E01F18EA-F766-4B34-8178-D513A6B68DB2,0.976956302
YogurtPilotPOPSandTLMAugust2014,538540,CDB07D49-2392-4C18-809E-B33ECE95F974,0.705733354
YogurtPilotPOPSandTLMAugust2014,538558,AC8745A7-3606-4678-96E6-20F2CAFB9ABE,1.025622772
YogurtPilotPOPSandTLMAugust2014,538566,20EC53AA-0E1B-4F15-A3FD-BFCD64A9A75D,0.885505611
YogurtPilotPOPSandTLMAugust2014,538567,3978A2D8-7079-43E0-9AE2-6A0E5932A103,1.132202796
YogurtPilotPOPSandTLMAugust2014,538568,F66CBB69-3DBE-4923-8529-5A5198B99B08,0.87729523
YogurtPilotPOPSandTLMAugust2014,538571,FBB4A5CC-A080-4A6B-A18C-1E93C523E684,0.960994939
YogurtPilotPOPSandTLMAugust2014,538574,DB8A7517-24A1-464E-BEF5-9610D7755FD5,1.020737599
