,Unnamed: 0,RespondentKey,StudyCellId,StudyCellName,Age,AgeRecode,IncomeRecode,HispanicRecode,RaceRecoder1,State,Income,Cell,StudyTicketId,Gender,Education,nweight,InternalName,TicketIdent,Weight
23,26,0RTS473747860Q3NH3A2,2816,NAM signs (Generic Grocery Store),38.0,3.0,5.0,1.0,1.0,5.0,5.0,7.0,551344,1.0,5.0,0.873429105,YogurtPilotPOPSandTLMAugust2014,A11B6F3D-CA61-4E92-BE4C-AA74C7855332,0.873429104634385
24,27,D6DK473750444R9E8562,2816,NAM signs (Generic Grocery Store),38.0,3.0,7.0,2.0,0.0,48.0,9.0,7.0,551392,1.0,6.0,1.363341465,YogurtPilotPOPSandTLMAugust2014,1335B361-5304-4894-88E5-D622636DDBC8,1.3633414654212999
25,28,6EZX473750350U8HBFRG,2816,NAM signs (Generic Grocery Store),34.0,2.0,1.0,2.0,1.0,18.0,1.0,7.0,551370,2.0,5.0,0.67762204,YogurtPilotPOPSandTLMAugust2014,1CBE0A5F-BE5E-4082-AD0C-9A072C930CBB,0.677622040411416
26,29,44KS473752114LM1KY7Q,2816,NAM signs (Generic Grocery Store),19.0,1.0,4.0,2.0,0.0,31.0,4.0,7.0,551411,1.0,4.0,1.328138192,YogurtPilotPOPSandTLMAugust2014,C921141F-27FF-4C5A-AB54-88E26BC11B1A,1.3281381921300301
27,30,6B40473760180QDBUQKE,2816,NAM signs (Generic Grocery Store),25.0,2.0,4.0,2.0,1.0,22.0,4.0,7.0,551568,1.0,5.0,0.992735976,YogurtPilotPOPSandTLMAugust2014,DB270D1B-9120-483A-B0EB-2C19208C9446,0.992735975887103
28,31,5XXM473790326WP5YQ20,2816,NAM signs (Generic Grocery Store),37.0,3.0,1.0,2.0,1.0,48.0,1.0,7.0,552087,1.0,4.0,0.965348847,YogurtPilotPOPSandTLMAugust2014,06DD1894-64AE-4538-A936-21672FD668CD,0.965348846991553
29,32,HTM4473791822F6X6ZPC,2816,NAM signs (Generic Grocery Store),27.0,2.0,3.0,1.0,1.0,43.0,3.0,7.0,552106,2.0,5.0,0.647769426,YogurtPilotPOPSandTLMAugust2014,550D093E-8ADF-49B7-AF5B-9CFC1AF6559D,0.6477694256099561
30,33,44PS473792556EERSVS8,2816,NAM signs (Generic Grocery Store),35.0,3.0,3.0,1.0,0.0,5.0,3.0,7.0,552116,2.0,5.0,0.965392087,YogurtPilotPOPSandTLMAugust2014,59DAA777-2956-4326-B62F-0395DE564CCE,0.965392087080506
31,34,J97I473817585YJP4GKA,2816,NAM signs (Generic Grocery Store),67.0,6.0,3.0,2.0,1.0,39.0,3.0,7.0,552532,1.0,1.0,0.7912141659999999,YogurtPilotPOPSandTLMAugust2014,0F8925E4-A6A1-4E7C-8D79-20FF4F97F138,0.791214165691797
32,35,69MX473827633MG4AKXE,2816,NAM signs (Generic Grocery Store),29.0,2.0,3.0,2.0,1.0,26.0,3.0,7.0,552678,1.0,4.0,0.762222519,YogurtPilotPOPSandTLMAugust2014,77E4ACA7-6EAE-4256-B1E2-967784E5162C,0.76222251906621
33,36,16ZM473829389B3V8J4M,2816,NAM signs (Generic Grocery Store),32.0,2.0,3.0,2.0,1.0,44.0,3.0,7.0,552713,1.0,5.0,0.762222519,YogurtPilotPOPSandTLMAugust2014,145DDB42-3371-4CD3-A0C8-B6CA489FACA0,0.76222251906621
34,38,R76M473832394H9XOC4A,2816,NAM signs (Generic Grocery Store),47.0,4.0,1.0,2.0,1.0,24.0,1.0,7.0,552744,1.0,2.0,0.97557013,YogurtPilotPOPSandTLMAugust2014,09AFA560-4CB4-4FDD-9B4F-3D654018BDD4,0.9755701300894492
35,39,BLYF473833949OY24PMA,2816,NAM signs (Generic Grocery Store),25.0,2.0,2.0,2.0,1.0,43.0,2.0,7.0,552782,1.0,6.0,0.928514054,YogurtPilotPOPSandTLMAugust2014,DB6B39F1-58F1-4986-8997-2F53D7D5B124,0.9285140535438741
36,40,ETPU473838022X2DZGT4,2816,NAM signs (Generic Grocery Store),54.0,4.0,4.0,2.0,1.0,33.0,4.0,7.0,552841,2.0,5.0,1.4197865230000002,YogurtPilotPOPSandTLMAugust2014,D33A0268-EC37-4E9D-80E5-25B466BA4452,1.4197865225117499
37,41,K2HM473838099ACH27ZS,2816,NAM signs (Generic Grocery Store),25.0,2.0,2.0,2.0,1.0,7.0,2.0,7.0,552885,1.0,4.0,0.928514054,YogurtPilotPOPSandTLMAugust2014,994AFCA7-998B-413F-9F90-46B1DF5CF15D,0.9285140535438741
38,42,9NW0473846095USN3PIL,2816,NAM signs (Generic Grocery Store),27.0,2.0,5.0,1.0,1.0,33.0,5.0,7.0,552950,1.0,6.0,0.615136847,YogurtPilotPOPSandTLMAugust2014,A6BCE6A1-5DE4-4C89-8AC3-3DD37A829FE2,0.615136846692423
39,43,Q2HB473845740QPWK7V2,2816,NAM signs (Generic Grocery Store),53.0,4.0,3.0,2.0,1.0,10.0,3.0,7.0,552948,1.0,4.0,1.093734485,YogurtPilotPOPSandTLMAugust2014,1AAABB5F-6888-42CD-8664-27E325F11F7E,1.09373448466242
40,44,1MWG473846377MH26WXR,2816,NAM signs (Generic Grocery Store),67.0,6.0,3.0,2.0,1.0,34.0,3.0,7.0,552972,1.0,5.0,0.7912141659999999,YogurtPilotPOPSandTLMAugust2014,F24BEE3E-839D-42D9-9905-3DBE192D3779,0.791214165691797
41,45,1J4L473852838AA52G03,2816,NAM signs (Generic Grocery Store),25.0,2.0,2.0,2.0,1.0,24.0,2.0,7.0,553108,2.0,5.0,0.925438664,YogurtPilotPOPSandTLMAugust2014,463C2B69-39A6-492F-85C4-7C3633444DEE,0.925438664313712
42,46,IBQF473848251V3BRPVM,2816,NAM signs (Generic Grocery Store),33.0,2.0,2.0,2.0,1.0,33.0,2.0,7.0,553064,1.0,4.0,0.928514054,YogurtPilotPOPSandTLMAugust2014,AF1E930A-79AC-455F-9984-A74179FA4435,0.9285140535438741
43,47,TG8I473857487KSN11HV,2816,NAM signs (Generic Grocery Store),31.0,2.0,5.0,2.0,1.0,44.0,5.0,7.0,553180,1.0,4.0,0.7214267320000001,YogurtPilotPOPSandTLMAugust2014,3D2BD186-73C3-40BE-BE6D-91288963C98C,0.721426731515734
44,48,6NH4473856443TA9AETL,2816,NAM signs (Generic Grocery Store),52.0,4.0,5.0,2.0,1.0,14.0,5.0,7.0,553160,1.0,5.0,1.035195464,YogurtPilotPOPSandTLMAugust2014,A112D3D4-8EB8-402C-B2F9-E022048152B5,1.03519546415752
45,49,MI7D473883952Y2PY8EL,2816,NAM signs (Generic Grocery Store),33.0,2.0,3.0,2.0,0.0,5.0,3.0,7.0,553591,1.0,5.0,0.800035295,YogurtPilotPOPSandTLMAugust2014,8CEC092C-0C2F-4A3C-827B-2A6343E9385F,0.80003529486681
46,50,EVG6473887992C2J6OCP,2816,NAM signs (Generic Grocery Store),31.0,2.0,2.0,2.0,1.0,5.0,2.0,7.0,553631,1.0,5.0,0.928514054,YogurtPilotPOPSandTLMAugust2014,138570BE-FF2D-4739-8E63-8E1BF05240FA,0.9285140535438741
47,51,1LEE473893213P9D1YC7,2816,NAM signs (Generic Grocery Store),74.0,6.0,2.0,2.0,1.0,50.0,2.0,7.0,553670,1.0,6.0,0.963830711,YogurtPilotPOPSandTLMAugust2014,BE9059DC-EB4A-4421-94A3-CD4ACD929BF1,0.9638307106274431
48,52,KPXD473893203PZ231OG,2816,NAM signs (Generic Grocery Store),22.0,1.0,3.0,2.0,1.0,43.0,3.0,7.0,553695,1.0,5.0,0.971547209,YogurtPilotPOPSandTLMAugust2014,D584EF40-709A-45BA-BEAF-A2B8DC8223B4,0.971547209384936
49,53,TK1V473911039SX08E3N,2816,NAM signs (Generic Grocery Store),30.0,2.0,6.0,1.0,0.0,14.0,8.0,7.0,553833,2.0,6.0,0.81599481,YogurtPilotPOPSandTLMAugust2014,672E95AA-E187-4284-AD4E-41A044AF68EB,0.8159948101758491
50,54,1GD9473921634ZDIFO3G,2816,NAM signs (Generic Grocery Store),26.0,2.0,6.0,2.0,1.0,38.0,6.0,7.0,553900,1.0,5.0,0.914789887,YogurtPilotPOPSandTLMAugust2014,FF588A9C-C5FF-4EA2-A6CC-33DBD0011328,0.9147898867049108
51,55,2BKU473938430K8D94EX,2816,NAM signs (Generic Grocery Store),51.0,4.0,7.0,2.0,1.0,11.0,9.0,7.0,553984,1.0,6.0,1.312657682,YogurtPilotPOPSandTLMAugust2014,EE4F1A4D-2DD1-4613-94AF-27D8B17CD3AE,1.31265768234628
52,56,K1KS473940374BQ8FZOZ,2816,NAM signs (Generic Grocery Store),24.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,553992,1.0,2.0,0.7389073890000001,YogurtPilotPOPSandTLMAugust2014,AA41307B-2C1E-4764-B88C-FA228BC0B528,0.7389073891244251
53,57,XO30473953395R8H5O6U,2816,NAM signs (Generic Grocery Store),33.0,2.0,4.0,2.0,1.0,31.0,4.0,7.0,554051,1.0,5.0,0.992735976,YogurtPilotPOPSandTLMAugust2014,4A7230A5-9695-443B-822F-CA6204BD2398,0.992735975887103
54,58,WNFV471616936E4FHDI7,2816,NAM signs (Generic Grocery Store),71.0,6.0,3.0,1.0,0.0,11.0,3.0,7.0,554072,2.0,5.0,0.7057649659999999,YogurtPilotPOPSandTLMAugust2014,4B3373CA-D672-4287-93E8-F1516E91C0E1,0.7057649656225191
55,59,3OEO473972245V3E4MF1,2816,NAM signs (Generic Grocery Store),74.0,6.0,3.0,2.0,1.0,39.0,3.0,7.0,554160,1.0,4.0,0.7912141659999999,YogurtPilotPOPSandTLMAugust2014,3670CEFC-8EDD-4A98-B7A0-2156C39CCF83,0.791214165691797
56,60,PC83473875449UDI1APP,2816,NAM signs (Generic Grocery Store),24.0,1.0,3.0,2.0,0.0,22.0,3.0,7.0,553548,1.0,2.0,1.019744286,YogurtPilotPOPSandTLMAugust2014,3E4E7898-E0F1-4884-9F3F-E0C393A80D26,1.01974428555264
57,61,ACZ9473078875R8VK11S,2816,NAM signs (Generic Grocery Store),43.0,3.0,3.0,2.0,1.0,39.0,3.0,7.0,548602,1.0,2.0,1.082275165,YogurtPilotPOPSandTLMAugust2014,DE7A757E-79F8-43B2-B7B1-9A4B1D116C2C,1.08227516517645
58,62,4AMS473530643CPE3RU9,2816,NAM signs (Generic Grocery Store),54.0,4.0,5.0,2.0,1.0,14.0,5.0,7.0,548425,1.0,6.0,1.035195464,YogurtPilotPOPSandTLMAugust2014,743EF896-CC23-4285-A3FE-43EA5FD46444,1.03519546415752
59,63,KG6B473516306Z5ZJUZP,2816,NAM signs (Generic Grocery Store),74.0,6.0,7.0,2.0,1.0,43.0,9.0,7.0,548354,2.0,4.0,0.946439358,YogurtPilotPOPSandTLMAugust2014,4D989C0F-8C6A-4FDF-B83A-BE4EF539ACDB,0.9464393577768759
60,64,X5XZ473506874PZ99SEL,2816,NAM signs (Generic Grocery Store),34.0,2.0,4.0,2.0,0.0,31.0,4.0,7.0,548298,2.0,5.0,1.038532976,YogurtPilotPOPSandTLMAugust2014,93693FA8-3043-46F8-A18C-1A0FD5BB037D,1.038532975886
61,65,7F6Q471477018BV4GOLH,2816,NAM signs (Generic Grocery Store),63.0,5.0,2.0,2.0,1.0,39.0,2.0,7.0,548257,1.0,3.0,1.329748446,YogurtPilotPOPSandTLMAugust2014,92EF2130-A8DC-414F-A833-DC120B7FFDB2,1.32974844637882
62,66,HP28473478686OAU2FMT,2816,NAM signs (Generic Grocery Store),23.0,1.0,7.0,2.0,1.0,37.0,9.0,7.0,548148,2.0,2.0,1.162151231,YogurtPilotPOPSandTLMAugust2014,177D2B39-1680-45C4-B64F-514C84CF632E,1.16215123132461
63,67,0Q81473474334HK4BXOL,2816,NAM signs (Generic Grocery Store),33.0,2.0,3.0,2.0,1.0,38.0,3.0,7.0,548123,1.0,6.0,0.762222519,YogurtPilotPOPSandTLMAugust2014,B4500222-DDB7-4339-A064-0581B10FE577,0.76222251906621
64,69,A4YT473435942PFC5WPY,2816,NAM signs (Generic Grocery Store),48.0,4.0,1.0,2.0,1.0,22.0,1.0,7.0,547889,2.0,4.0,0.972338883,YogurtPilotPOPSandTLMAugust2014,6090A48A-79D2-43F6-A1D4-E2435D7474D2,0.9723388834972251
65,70,PFX6473431750JSKMGTR,2816,NAM signs (Generic Grocery Store),43.0,3.0,1.0,2.0,1.0,33.0,1.0,7.0,547871,1.0,4.0,0.965348847,YogurtPilotPOPSandTLMAugust2014,4B058FFF-9EA8-4C00-B0BD-74A3E23A5AAF,0.965348846991553
66,71,Z8OH473424818U7K6UV3,2816,NAM signs (Generic Grocery Store),54.0,4.0,3.0,2.0,1.0,38.0,3.0,7.0,547852,2.0,5.0,1.090111859,YogurtPilotPOPSandTLMAugust2014,3F0A818F-7C10-466A-A3E7-42B47F2FCB2B,1.09011185855144
67,72,5EPE471698543FQO300U,2816,NAM signs (Generic Grocery Store),64.0,5.0,5.0,2.0,1.0,14.0,5.0,7.0,547847,1.0,5.0,1.033173458,YogurtPilotPOPSandTLMAugust2014,59D01856-8D5E-42CE-BB24-6DFD4018CD28,1.0331734579005698
68,73,5RKY473419637L31NNKJ,2816,NAM signs (Generic Grocery Store),27.0,2.0,2.0,2.0,1.0,33.0,2.0,7.0,547807,2.0,5.0,0.925438664,YogurtPilotPOPSandTLMAugust2014,4B4B0EDC-2626-4260-8487-0A944E52F417,0.925438664313712
69,74,YJDO472522689TOHY6TG,2816,NAM signs (Generic Grocery Store),58.0,5.0,3.0,2.0,1.0,15.0,3.0,7.0,543732,2.0,2.0,1.087982586,YogurtPilotPOPSandTLMAugust2014,FD8038F0-68DA-419C-8484-620B2D74924E,1.08798258627863
70,75,K30K472516240JWONC08,2816,NAM signs (Generic Grocery Store),43.0,3.0,2.0,2.0,1.0,31.0,2.0,7.0,543688,1.0,2.0,1.318391514,YogurtPilotPOPSandTLMAugust2014,CF3744B9-E713-48A4-A880-222C2E3367B8,1.31839151367366
71,76,CBNB472514325MFQ7BB1,2816,NAM signs (Generic Grocery Store),25.0,2.0,2.0,2.0,1.0,39.0,2.0,7.0,543677,2.0,4.0,0.925438664,YogurtPilotPOPSandTLMAugust2014,564DB2B3-72BF-4105-9714-EBCAB178D4F3,0.925438664313712
72,77,XCY9472510168WJKSAP9,2816,NAM signs (Generic Grocery Store),41.0,3.0,4.0,2.0,1.0,24.0,4.0,7.0,543644,1.0,5.0,1.409579835,YogurtPilotPOPSandTLMAugust2014,D63AC65A-8A93-4B6F-99DF-5F4D055EF1E7,1.4095798345030202
73,78,YOG8472194200UOX9JAH,2816,NAM signs (Generic Grocery Store),64.0,5.0,1.0,2.0,0.0,33.0,1.0,7.0,543431,2.0,5.0,1.018581784,YogurtPilotPOPSandTLMAugust2014,F1C16476-FCC1-447E-8B57-35E3892F8974,1.01858178435236
74,79,93XJ472173475K4VOQB6,2816,NAM signs (Generic Grocery Store),46.0,4.0,2.0,1.0,0.0,5.0,2.0,7.0,543273,2.0,4.0,1.18846023,YogurtPilotPOPSandTLMAugust2014,1B1B338E-9AA5-41C5-B7D6-456FBA505DFB,1.1884602297642701
75,80,33VE472163755HIF32NJ,2816,NAM signs (Generic Grocery Store),55.0,5.0,4.0,2.0,1.0,36.0,4.0,7.0,543237,2.0,6.0,1.41701331,YogurtPilotPOPSandTLMAugust2014,9B1A7666-AE7D-43AB-B085-06BADC0D554F,1.4170133097887
76,81,NQ7D472163532P7MQY6M,2816,NAM signs (Generic Grocery Store),59.0,5.0,3.0,2.0,1.0,50.0,3.0,7.0,543236,1.0,5.0,1.091598136,YogurtPilotPOPSandTLMAugust2014,0B2E69C6-9EC6-4E17-A8CB-90E379C249E5,1.0915981364576701
77,82,ZRT8472114086LBCZKVQ,2816,NAM signs (Generic Grocery Store),36.0,3.0,5.0,2.0,0.0,5.0,5.0,7.0,543003,1.0,6.0,1.075165993,YogurtPilotPOPSandTLMAugust2014,C4250895-32C4-4D0A-A92C-97D0574906A4,1.07516599345182
78,83,VPOT472105696W4SYGPC,2816,NAM signs (Generic Grocery Store),35.0,3.0,4.0,2.0,1.0,14.0,4.0,7.0,542965,2.0,5.0,1.404911077,YogurtPilotPOPSandTLMAugust2014,96D9E071-3CC3-4DAC-8ADF-AE4288891606,1.40491107733608
79,84,0KA2471147690TUHQQ1J,2816,NAM signs (Generic Grocery Store),25.0,2.0,7.0,2.0,1.0,5.0,9.0,7.0,542894,2.0,4.0,0.911759954,YogurtPilotPOPSandTLMAugust2014,3AC1A38C-2CBC-4389-84DE-074C976539FB,0.9117599541425591
80,85,6WEQ472070801XZHIBYG,2816,NAM signs (Generic Grocery Store),71.0,6.0,2.0,2.0,1.0,29.0,2.0,7.0,542810,2.0,4.0,0.960638347,YogurtPilotPOPSandTLMAugust2014,8BB00F58-5E92-4F62-A6D2-9BBA05CF8413,0.960638346897621
81,86,GT9U472054411WH1JEGL,2816,NAM signs (Generic Grocery Store),42.0,3.0,2.0,2.0,1.0,49.0,2.0,7.0,542727,2.0,3.0,1.314024787,YogurtPilotPOPSandTLMAugust2014,9FCF1E8D-39A3-4775-B90D-E6C952B823DD,1.3140247870239
82,87,I71N472062312YGXXMJW,2816,NAM signs (Generic Grocery Store),40.0,3.0,1.0,2.0,1.0,17.0,1.0,7.0,542762,1.0,5.0,0.965348847,YogurtPilotPOPSandTLMAugust2014,A92E76DD-2019-4D41-B063-4114B0274901,0.965348846991553
83,88,VJZ8472038073PPIZCSF,2816,NAM signs (Generic Grocery Store),29.0,2.0,5.0,2.0,0.0,44.0,5.0,7.0,542619,1.0,6.0,0.7572156859999999,YogurtPilotPOPSandTLMAugust2014,6B827184-CE61-4169-A9FB-BD03AD020F50,0.7572156862802599
84,89,A4GD471948858VWKJLFR,2816,NAM signs (Generic Grocery Store),62.0,5.0,3.0,2.0,1.0,44.0,3.0,7.0,542559,1.0,5.0,1.091598136,YogurtPilotPOPSandTLMAugust2014,9A583D7B-C2B9-4202-BE16-16763915FD94,1.0915981364576701
85,90,NXHE471979262BCA4V42,2816,NAM signs (Generic Grocery Store),57.0,5.0,7.0,2.0,1.0,14.0,9.0,7.0,542370,2.0,6.0,1.305754477,YogurtPilotPOPSandTLMAugust2014,9C76945A-5634-4A93-9876-2376F71426B9,1.3057544771283403
86,91,Z06E471971360T1D0N90,2816,NAM signs (Generic Grocery Store),67.0,6.0,1.0,2.0,1.0,14.0,1.0,7.0,542331,1.0,5.0,0.705733354,YogurtPilotPOPSandTLMAugust2014,501AB739-F175-4FB4-BDDB-08A9EB437895,0.705733354280037
87,92,JTHA471961582NHTVQGJ,2816,NAM signs (Generic Grocery Store),46.0,4.0,3.0,2.0,1.0,7.0,3.0,7.0,542290,2.0,3.0,1.090111859,YogurtPilotPOPSandTLMAugust2014,63BC0FA0-424B-49C8-8CC5-96B9642E9F3C,1.09011185855144
88,93,B485471930339BHA5F7U,2816,NAM signs (Generic Grocery Store),49.0,4.0,3.0,2.0,1.0,5.0,3.0,7.0,542124,2.0,4.0,1.090111859,YogurtPilotPOPSandTLMAugust2014,32A3212D-527D-4AC7-9ABC-A39FB1306D9B,1.09011185855144
89,94,LB1G471926247BWHRN22,2816,NAM signs (Generic Grocery Store),64.0,5.0,1.0,2.0,1.0,23.0,1.0,7.0,542092,2.0,4.0,0.970439653,YogurtPilotPOPSandTLMAugust2014,04C98C68-4398-4EAD-B643-C2ABBA891A55,0.970439652507157
90,95,DAK8471923715V43LZN7,2816,NAM signs (Generic Grocery Store),29.0,2.0,3.0,2.0,1.0,34.0,3.0,7.0,542056,1.0,4.0,0.762222519,YogurtPilotPOPSandTLMAugust2014,0C9D8123-9705-4DB3-A586-933445E800B8,0.76222251906621
91,96,4LAG471919137CW0O10T,2816,NAM signs (Generic Grocery Store),30.0,2.0,1.0,2.0,1.0,10.0,1.0,7.0,542065,1.0,2.0,0.679873893,YogurtPilotPOPSandTLMAugust2014,50088912-679C-4C69-85FB-778B62FEA661,0.679873893079305
92,97,MXVD471454728PE5GIXX,2816,NAM signs (Generic Grocery Store),32.0,2.0,4.0,2.0,1.0,17.0,4.0,7.0,541992,2.0,6.0,0.989447873,YogurtPilotPOPSandTLMAugust2014,9C741F95-37F0-4696-A851-78F02DCBB7C1,0.9894478732278199
93,98,99YI471726446SUCX8IQ,2816,NAM signs (Generic Grocery Store),64.0,5.0,4.0,2.0,0.0,14.0,4.0,7.0,540914,1.0,4.0,1.492251907,YogurtPilotPOPSandTLMAugust2014,720D3ECC-B8AB-4353-9630-0BD4FB02EF5E,1.49225190652879
94,99,02B9471886005MFRWNUY,2816,NAM signs (Generic Grocery Store),77.0,6.0,5.0,2.0,1.0,5.0,5.0,7.0,541825,2.0,5.0,0.746386315,YogurtPilotPOPSandTLMAugust2014,A6FDFB93-1305-4A33-B1AE-0600A6B18721,0.7463863149145981
