,RespondentKey,AgeRecode,IncomeRecode,HispanicRecode,RaceRecoder1,StudyTicketId,Gender,nweight
89,BOWH471836910P41V6Y8,6.0,3.0,2.0,1.0,541550,1.0,0.7912141659999999
90,9RI8471889023BW0CQZ2,5.0,4.0,2.0,1.0,541839,1.0,1.421722285
91,2ZKS471887808IOU61MG,2.0,2.0,2.0,0.0,541851,2.0,0.971348361
92,KIK2471893863UON675O,6.0,1.0,2.0,1.0,541879,2.0,0.7033958509999999
93,02B9471886005MFRWNUY,6.0,5.0,2.0,1.0,541825,2.0,0.746386315
94,99YI471726446SUCX8IQ,5.0,4.0,2.0,0.0,540914,1.0,1.492251907
95,MXVD471454728PE5GIXX,2.0,4.0,2.0,1.0,541992,2.0,0.989447873
96,4LAG471919137CW0O10T,2.0,1.0,2.0,1.0,542065,1.0,0.679873893
97,DAK8471923715V43LZN7,2.0,3.0,2.0,1.0,542056,1.0,0.762222519
98,LB1G471926247BWHRN22,5.0,1.0,2.0,1.0,542092,2.0,0.970439653
99,B485471930339BHA5F7U,4.0,3.0,2.0,1.0,542124,2.0,1.090111859
100,JTHA471961582NHTVQGJ,4.0,3.0,2.0,1.0,542290,2.0,1.090111859
101,Z06E471971360T1D0N90,6.0,1.0,2.0,1.0,542331,1.0,0.705733354
102,NXHE471979262BCA4V42,5.0,7.0,2.0,1.0,542370,2.0,1.305754477
103,A4GD471948858VWKJLFR,5.0,3.0,2.0,1.0,542559,1.0,1.091598136
104,VJZ8472038073PPIZCSF,2.0,5.0,2.0,0.0,542619,1.0,0.7572156859999999
105,I71N472062312YGXXMJW,3.0,1.0,2.0,1.0,542762,1.0,0.965348847
106,GT9U472054411WH1JEGL,3.0,2.0,2.0,1.0,542727,2.0,1.314024787
107,6WEQ472070801XZHIBYG,6.0,2.0,2.0,1.0,542810,2.0,0.960638347
108,0KA2471147690TUHQQ1J,2.0,7.0,2.0,1.0,542894,2.0,0.911759954
109,VPOT472105696W4SYGPC,3.0,4.0,2.0,1.0,542965,2.0,1.404911077
110,ZRT8472114086LBCZKVQ,3.0,5.0,2.0,0.0,543003,1.0,1.075165993
111,NQ7D472163532P7MQY6M,5.0,3.0,2.0,1.0,543236,1.0,1.091598136
112,33VE472163755HIF32NJ,5.0,4.0,2.0,1.0,543237,2.0,1.41701331
113,93XJ472173475K4VOQB6,4.0,2.0,1.0,0.0,543273,2.0,1.18846023
114,YOG8472194200UOX9JAH,5.0,1.0,2.0,0.0,543431,2.0,1.018581784
115,XCY9472510168WJKSAP9,3.0,4.0,2.0,1.0,543644,1.0,1.409579835
116,CBNB472514325MFQ7BB1,2.0,2.0,2.0,1.0,543677,2.0,0.925438664
117,K30K472516240JWONC08,3.0,2.0,2.0,1.0,543688,1.0,1.318391514
118,YJDO472522689TOHY6TG,5.0,3.0,2.0,1.0,543732,2.0,1.087982586
119,T77W472530290YK0KLY5,3.0,3.0,2.0,0.0,543769,1.0,1.135965298
120,A2UQ472543233YQ48KNV,5.0,5.0,2.0,1.0,543823,2.0,1.02975142
121,85R6472541822TIQ0GQS,2.0,1.0,1.0,1.0,543816,2.0,0.577786027
122,ZYB6472535308UXOHWQF,5.0,1.0,2.0,1.0,543790,2.0,0.970439653
123,3YQI472567034YNALFGA,2.0,5.0,2.0,1.0,543934,2.0,0.7190372490000001
124,PKOP472006570ANS3366,3.0,1.0,2.0,0.0,543947,2.0,1.009882421
125,63KY472554747XNY8H5E,2.0,1.0,2.0,1.0,543872,1.0,0.679873893
126,89RC472585544JRSYEZD,2.0,3.0,1.0,1.0,544035,1.0,0.6499220729999999
127,5WQK472607673HJN4MZE,2.0,5.0,1.0,1.0,544105,2.0,0.613099414
128,XMRR472599754QRL9O93,2.0,3.0,2.0,1.0,544103,1.0,0.762222519
129,RR3Z472605228IFEJRKC,2.0,3.0,2.0,1.0,544102,2.0,0.7596979140000001
130,OUDT472619629BPHFT3L,2.0,2.0,1.0,1.0,544153,2.0,0.789091112
131,VTC6472660082Q9VIRC6,5.0,1.0,2.0,1.0,544301,1.0,0.973664588
132,7I1P472663358HRRMB4T,5.0,1.0,2.0,1.0,544311,2.0,0.970439653
133,019T472676355RPLSANH,5.0,3.0,2.0,1.0,544367,1.0,1.091598136
134,MUGI472675187SU44R0V,1.0,2.0,1.0,0.0,544364,2.0,1.055690605
135,62BT472605360RHHXKHN,1.0,1.0,2.0,1.0,544406,2.0,0.8637133990000001
136,3JFS472686690RGBRK35,6.0,7.0,2.0,1.0,544410,2.0,0.946439358
137,VDA9472705490JGE0UIN,6.0,1.0,1.0,1.0,544486,2.0,0.599762508
138,4WE0472733213XS1E7L0,5.0,4.0,2.0,1.0,544608,2.0,1.41701331
139,CWVS472740903YEBFVEI,4.0,2.0,2.0,1.0,544645,2.0,1.327937912
140,R3PF472749572LO2D93Q,6.0,2.0,2.0,1.0,544671,1.0,0.963830711
141,OLMQ472737441H0N5PR5,4.0,2.0,2.0,1.0,544630,2.0,1.327937912
142,ZKHM472768371U6U74A3,2.0,3.0,2.0,1.0,544736,2.0,0.7596979140000001
143,0KQH472785737P6TATG2,4.0,3.0,2.0,1.0,544794,1.0,1.093734485
144,0T48472118417RV1SNNX,4.0,3.0,2.0,1.0,544762,1.0,1.093734485
145,40JY472817917WHZK960,3.0,1.0,1.0,1.0,544885,1.0,0.823121212
146,TL9B472844988Y5INWVW,4.0,2.0,2.0,1.0,544994,2.0,1.327937912
147,BPEZ472842389Y4L35CH,5.0,1.0,2.0,0.0,544978,2.0,1.018581784
148,I56Q472861741YUKTH32,1.0,2.0,2.0,1.0,545053,2.0,1.179586445
149,43C8472865164QTS0O2Y,6.0,4.0,2.0,1.0,545075,2.0,1.027082189
150,P8RB472883200PF3NN44,4.0,4.0,2.0,1.0,545155,1.0,1.424504713
151,V08R472882197URBK1NQ,4.0,1.0,2.0,0.0,545149,1.0,1.023966778
152,T1JZ472852233XQR9I1B,2.0,3.0,2.0,1.0,545022,1.0,0.762222519
153,3BKY472916680TTVPTMG,3.0,7.0,2.0,1.0,545283,1.0,1.298904652
154,NXP7472930682XWGL0ZT,6.0,3.0,2.0,1.0,545365,2.0,0.7885935359999999
155,TEWM472944847RPNYDTG,2.0,4.0,2.0,1.0,545394,2.0,0.989447873
156,B7AC472970834D6YSX7F,5.0,2.0,2.0,1.0,545509,2.0,1.325344104
157,3YW7472973015I3CPP9L,6.0,2.0,2.0,1.0,545517,2.0,0.960638347
158,KIY6472967619LITBDFN,5.0,3.0,2.0,1.0,545504,2.0,1.087982586
159,FML4472992457R9G3ZJ6,5.0,1.0,2.0,1.0,545581,2.0,0.970439653
160,SVMA473034003U9OTSAM,4.0,5.0,2.0,1.0,545755,2.0,1.031766729
161,Q6DE473029022ORXLQVK,6.0,7.0,2.0,1.0,545733,2.0,0.946439358
162,QQ3L473053065PZ2S9VK,2.0,3.0,2.0,1.0,545827,2.0,0.7596979140000001
163,Q04W473097235MVN4FKJ,5.0,2.0,2.0,1.0,545989,2.0,1.325344104
164,4X6I473122038RXV7OCV,2.0,1.0,2.0,1.0,546093,1.0,0.679873893
165,8JPO473161095WRHZJY4,2.0,3.0,2.0,1.0,546260,2.0,0.7596979140000001
166,JQWI472057153D54KC5W,2.0,1.0,1.0,1.0,546272,2.0,0.577786027
167,3GR5473181425QSL7XKO,3.0,1.0,2.0,1.0,546326,2.0,0.962151455
168,9M42473182540R44Y7EX,3.0,3.0,1.0,1.0,546344,2.0,0.919763907
169,HTYS473181665GWGVBQU,2.0,4.0,2.0,0.0,546334,2.0,1.038532976
170,F0R8473194120KQR5C4F,1.0,5.0,2.0,1.0,546372,1.0,0.919547914
171,7DCJ473209312IZBXXQI,3.0,2.0,2.0,1.0,546453,2.0,1.314024787
172,2B1S473216856HOP6N89,5.0,1.0,1.0,1.0,546490,1.0,0.830211771
173,5575473231387WMMNJ1M,3.0,1.0,2.0,1.0,546560,2.0,0.962151455
174,ZF9W473240750Y3C5XSV,2.0,2.0,2.0,1.0,546614,2.0,0.925438664
175,7LOO473240193CWWW275,2.0,1.0,2.0,1.0,546610,1.0,0.679873893
176,7LUI473241222SQZ81XH,2.0,1.0,2.0,1.0,546620,2.0,0.67762204
177,QFLO473249203L9GF0RL,1.0,5.0,2.0,1.0,546658,2.0,0.916502223
178,A1CM473265934JP9YK7X,6.0,5.0,2.0,1.0,546738,1.0,0.7488666829999999
179,RM81473290956V8UC34U,3.0,1.0,2.0,1.0,546884,1.0,0.965348847
180,RTSL473308232FH8MJEX,2.0,5.0,2.0,1.0,546997,1.0,0.7214267320000001
181,5BWL473313213MFGFNW6,4.0,1.0,2.0,1.0,547036,2.0,0.972338883
182,JJBU473319562TD8VPX5,2.0,4.0,2.0,1.0,547090,2.0,0.989447873
183,K54G473320410DMP79R1,3.0,5.0,2.0,1.0,547094,1.0,1.024349472
184,AR0M473328496K10ES6V,6.0,4.0,2.0,1.0,547165,2.0,1.027082189
185,WP52473344590QIQ8FB9,2.0,1.0,2.0,1.0,547320,2.0,0.67762204
186,2PW7473349036R9ZEUGN,6.0,4.0,2.0,1.0,547357,1.0,1.030495357
187,9XW3471289262IOMVDEB,4.0,4.0,2.0,1.0,547485,1.0,1.424504713
188,5EJC473380286EVLMPQS,6.0,1.0,2.0,1.0,547571,2.0,0.7033958509999999
189,1T9V473399053GKLNJMB,4.0,5.0,2.0,1.0,547693,2.0,1.031766729
190,XLA6473407646RQGHV7I,2.0,1.0,2.0,1.0,547764,2.0,0.67762204
191,5RKY473419637L31NNKJ,2.0,2.0,2.0,1.0,547807,2.0,0.925438664
192,5EPE471698543FQO300U,5.0,5.0,2.0,1.0,547847,1.0,1.033173458
193,Z8OH473424818U7K6UV3,4.0,3.0,2.0,1.0,547852,2.0,1.090111859
194,PFX6473431750JSKMGTR,3.0,1.0,2.0,1.0,547871,1.0,0.965348847
195,A4YT473435942PFC5WPY,4.0,1.0,2.0,1.0,547889,2.0,0.972338883
196,0Q81473474334HK4BXOL,2.0,3.0,2.0,1.0,548123,1.0,0.762222519
197,HP28473478686OAU2FMT,1.0,7.0,2.0,1.0,548148,2.0,1.162151231
198,7F6Q471477018BV4GOLH,5.0,2.0,2.0,1.0,548257,1.0,1.329748446
199,X5XZ473506874PZ99SEL,2.0,4.0,2.0,0.0,548298,2.0,1.038532976
200,KG6B473516306Z5ZJUZP,6.0,7.0,2.0,1.0,548354,2.0,0.946439358
201,4AMS473530643CPE3RU9,4.0,5.0,2.0,1.0,548425,1.0,1.035195464
202,ACZ9473078875R8VK11S,3.0,3.0,2.0,1.0,548602,1.0,1.082275165
203,MWVE473567823LDU3CY9,2.0,3.0,1.0,1.0,548653,1.0,0.6499220729999999
204,8FOU473574575A5DDICK,2.0,3.0,1.0,0.0,548721,1.0,0.682163783
205,8XSB473574849O5Y8OMO,6.0,5.0,2.0,1.0,548709,1.0,0.7488666829999999
206,9767473582369T6JTHQY,5.0,1.0,2.0,1.0,548786,1.0,0.973664588
207,59R1473586759Z8RXW43,5.0,3.0,2.0,1.0,548834,1.0,1.091598136
208,5U2S473590680SEZM0KD,3.0,4.0,2.0,1.0,548872,2.0,1.404911077
209,OT3P473599238FIQG30Z,3.0,2.0,2.0,1.0,548940,1.0,1.318391514
210,M7W3473615573LMZXAFE,3.0,2.0,2.0,1.0,549095,1.0,1.318391514
211,HOWL473618077VLZBSK6,5.0,1.0,2.0,0.0,549116,1.0,1.021966704
212,WXIE473617635BHPCI0J,5.0,1.0,2.0,1.0,549113,2.0,0.970439653
213,GBC7473621589VQVLZ2G,2.0,2.0,2.0,0.0,549158,1.0,0.974576316
214,TS82473624539IY7MM4Y,2.0,5.0,1.0,0.0,549201,1.0,0.645652911
215,VA59473637006SXCVHOX,3.0,4.0,2.0,1.0,549357,1.0,1.409579835
216,6XIF473642688KT3WAFS,2.0,2.0,2.0,1.0,549455,1.0,0.928514054
217,8RBF473642435EF7YMFM,3.0,6.0,1.0,0.0,549451,1.0,1.162476428
218,S6P5473646830M5OZ8WD,2.0,3.0,1.0,0.0,549622,1.0,0.682163783
219,JQAP473643977BFQXLZR,2.0,6.0,2.0,1.0,549533,1.0,0.914789887
220,N294473657440ZIQLTOY,3.0,2.0,2.0,1.0,549774,1.0,1.318391514
221,EMZD473658887WJHWIB6,1.0,3.0,1.0,1.0,549802,1.0,0.828406352
222,EAC4473657655WV28PIK,4.0,1.0,1.0,1.0,549781,1.0,0.8318365640000001
223,6PWZ473655124P7LF5Y0,2.0,3.0,2.0,1.0,549747,1.0,0.762222519
224,J8MM473660038G0GTHWQ,1.0,2.0,1.0,0.0,549820,1.0,1.059198843
225,WJJ2473663104A1GTBHV,2.0,3.0,1.0,1.0,549886,1.0,0.6499220729999999
226,35Z1473656862WPQQ2XB,4.0,6.0,2.0,1.0,549789,1.0,1.312657682
227,TGN8473662190LKF86SG,6.0,3.0,2.0,1.0,549866,1.0,0.7912141659999999
228,AWLU473660762S1USMLL,4.0,3.0,2.0,1.0,549847,1.0,1.093734485
229,ELSV473665103H11C4AT,3.0,7.0,2.0,1.0,549935,1.0,1.298904652
230,8EI1473668486MTD2BG1,6.0,2.0,2.0,1.0,550014,1.0,0.963830711
231,YM2Y473675168KVCT4PC,3.0,3.0,2.0,1.0,550146,1.0,1.082275165
232,38XV473683258BHJCWIM,5.0,5.0,2.0,1.0,550292,1.0,1.033173458
233,UK72473683230X2WG9CP,4.0,4.0,2.0,1.0,550313,1.0,1.424504713
234,R9PG473681588N9ONWSG,3.0,4.0,2.0,1.0,550261,1.0,1.409579835
235,VE6L473695413HVBIGWR,3.0,6.0,2.0,1.0,550485,1.0,1.298904652
236,FYPN473697913R144R94,2.0,4.0,2.0,1.0,550525,1.0,0.992735976
237,BGA8473711718XTLVZTM,2.0,2.0,2.0,1.0,550763,1.0,0.928514054
238,JU92473712282MIUCM60,2.0,3.0,2.0,0.0,550766,1.0,0.800035295
239,ANYB473723768V51G1DU,2.0,3.0,1.0,1.0,550929,1.0,0.6499220729999999
240,2PT5473711152FKZTJXY,4.0,3.0,2.0,1.0,550754,1.0,1.093734485
241,7322473729692F3QZ927,3.0,1.0,2.0,1.0,551035,1.0,0.965348847
242,B9K4473724968BAO3373,2.0,1.0,2.0,1.0,550952,1.0,0.679873893
243,TKGO473738194LLDQ50P,4.0,1.0,2.0,1.0,551161,2.0,0.972338883
244,8S2T473743899HV4HXGF,2.0,4.0,2.0,1.0,551266,1.0,0.992735976
245,MN9T473747193LUEMQLY,1.0,2.0,2.0,1.0,551328,1.0,1.183506411
246,0RTS473747860Q3NH3A2,3.0,5.0,1.0,1.0,551344,1.0,0.873429105
247,D6DK473750444R9E8562,3.0,7.0,2.0,0.0,551392,1.0,1.363341465
248,6EZX473750350U8HBFRG,2.0,1.0,2.0,1.0,551370,2.0,0.67762204
249,44KS473752114LM1KY7Q,1.0,4.0,2.0,0.0,551411,1.0,1.328138192
250,6B40473760180QDBUQKE,2.0,4.0,2.0,1.0,551568,1.0,0.992735976
251,LDX9473764282EYVBXKL,6.0,5.0,2.0,1.0,551624,1.0,0.7488666829999999
252,3B9L473768245NVHW9IP,2.0,1.0,2.0,1.0,551714,1.0,0.679873893
253,8FIU473768585ERLUGVI,6.0,3.0,2.0,1.0,551719,1.0,0.7912141659999999
254,OUFM473780033WKT82M7,2.0,4.0,2.0,0.0,551906,1.0,1.041984197
255,TJDX473779671AQZWFQ8,2.0,2.0,2.0,1.0,551900,1.0,0.928514054
256,5XXM473790326WP5YQ20,3.0,1.0,2.0,1.0,552087,1.0,0.965348847
257,HTM4473791822F6X6ZPC,2.0,3.0,1.0,1.0,552106,2.0,0.647769426
258,44PS473792556EERSVS8,3.0,3.0,1.0,0.0,552116,2.0,0.965392087
259,SBNL473800945Z54BQE3,5.0,2.0,2.0,1.0,552246,1.0,1.329748446
260,BTU8473804341QBFRZ46,1.0,3.0,2.0,0.0,552318,1.0,1.019744286
261,MKNW473808818E9T81P7,4.0,5.0,2.0,1.0,552378,1.0,1.035195464
262,UXRZ473810415PP167YI,3.0,3.0,2.0,1.0,552408,1.0,1.082275165
263,0UHX473809137IQYA15P,5.0,4.0,2.0,1.0,552384,1.0,1.421722285
264,J97I473817585YJP4GKA,6.0,3.0,2.0,1.0,552532,1.0,0.7912141659999999
265,69MX473827633MG4AKXE,2.0,3.0,2.0,1.0,552678,1.0,0.762222519
266,16ZM473829389B3V8J4M,2.0,3.0,2.0,1.0,552713,1.0,0.762222519
267,R76M473832394H9XOC4A,4.0,1.0,2.0,1.0,552744,1.0,0.97557013
268,BLYF473833949OY24PMA,2.0,2.0,2.0,1.0,552782,1.0,0.928514054
269,ETPU473838022X2DZGT4,4.0,4.0,2.0,1.0,552841,2.0,1.4197865230000002
270,K2HM473838099ACH27ZS,2.0,2.0,2.0,1.0,552885,1.0,0.928514054
271,9NW0473846095USN3PIL,2.0,5.0,1.0,1.0,552950,1.0,0.615136847
272,Q2HB473845740QPWK7V2,4.0,3.0,2.0,1.0,552948,1.0,1.093734485
273,1MWG473846377MH26WXR,6.0,3.0,2.0,1.0,552972,1.0,0.7912141659999999
274,1J4L473852838AA52G03,2.0,2.0,2.0,1.0,553108,2.0,0.925438664
275,IBQF473848251V3BRPVM,2.0,2.0,2.0,1.0,553064,1.0,0.928514054
276,TG8I473857487KSN11HV,2.0,5.0,2.0,1.0,553180,1.0,0.7214267320000001
277,6NH4473856443TA9AETL,4.0,5.0,2.0,1.0,553160,1.0,1.035195464
278,MI7D473883952Y2PY8EL,2.0,3.0,2.0,0.0,553591,1.0,0.800035295
279,EVG6473887992C2J6OCP,2.0,2.0,2.0,1.0,553631,1.0,0.928514054
280,1LEE473893213P9D1YC7,6.0,2.0,2.0,1.0,553670,1.0,0.963830711
281,KPXD473893203PZ231OG,1.0,3.0,2.0,1.0,553695,1.0,0.971547209
282,TK1V473911039SX08E3N,2.0,6.0,1.0,0.0,553833,2.0,0.81599481
283,1GD9473921634ZDIFO3G,2.0,6.0,2.0,1.0,553900,1.0,0.914789887
284,2BKU473938430K8D94EX,4.0,7.0,2.0,1.0,553984,1.0,1.312657682
285,K1KS473940374BQ8FZOZ,1.0,1.0,1.0,1.0,553992,1.0,0.7389073890000001
286,XO30473953395R8H5O6U,2.0,4.0,2.0,1.0,554051,1.0,0.992735976
287,WNFV471616936E4FHDI7,6.0,3.0,1.0,0.0,554072,2.0,0.7057649659999999
288,3OEO473972245V3E4MF1,6.0,3.0,2.0,1.0,554160,1.0,0.7912141659999999
289,SWDH473987610HIMGY8M,6.0,3.0,2.0,1.0,554267,2.0,0.7885935359999999
290,P3AE473995250YV1V8KS,3.0,5.0,1.0,1.0,554309,1.0,0.873429105
291,PWNZ474029973UC5NTJN,4.0,2.0,2.0,1.0,554602,2.0,1.327937912
292,DR5E474018717K1MEAOL,5.0,3.0,2.0,1.0,554504,1.0,1.091598136
293,2NMG474052771M5WNNGJ,6.0,1.0,2.0,1.0,554741,2.0,0.7033958509999999
294,XFA2474081076P510Y04,5.0,2.0,2.0,1.0,554900,1.0,1.329748446
295,2PE2474037244U6QY3SP,6.0,3.0,2.0,0.0,554654,1.0,0.8304651759999999
296,PC83473875449UDI1APP,1.0,3.0,2.0,0.0,553548,1.0,1.019744286
297,HHN7474098166K2XRU5F,2.0,1.0,2.0,1.0,554997,2.0,0.67762204
298,6G5K474205197TW24DAQ,2.0,3.0,2.0,0.0,555451,2.0,0.797385448
